name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft,Roof_Sq_M,Annual_kWh,Annual_MWh,Daily_kWh,Households_Powered,Households_1mi,Households_3mi,EV_Stations_1mi,EV_Stations_3mi,Priority_Score
Warehouse on Alliance Gateway Freeway,warehouse,"Denton County, Texas",Alliance Gateway Freeway,32.99030637015764,-97.24455491,1290113.609004146,838573.85,77903.510665,25022608.0,25022.61,68555.1,1902.6,1579,14824,1,4,0.1781
Heritage Bag Company,industrial,"Denton County, Texas",Gateway Parkway,32.99787672524369,-97.23760563,312027.2451055341,202817.71,18841.765259,6051975.0,6051.98,16580.8,460.2,1723,12892,1,5,0.0631
Warehouse on Gateway Parkway,warehouse,"Denton County, Texas",Gateway Parkway,33.0017599,-97.23507365,595761.6650485403,387245.08,35975.067932,11555192.0,11555.19,31658.1,878.6,1964,12190,1,5,0.1007
Amerisource Bergen,warehouse,"Denton County, Texas",Fairway Drive,33.00459177484393,-97.24050727,273613.1145975797,177848.52,16522.127507999998,5306907.0,5306.91,14539.5,403.5,1576,12096,1,4,0.0563
Bridgestone,industrial,"Denton County, Texas",Gateway Parkway,33.00104772699934,-97.2405882,605425.1276781186,393526.33,36558.596057,11742621.0,11742.62,32171.6,892.8,1589,12649,1,4,0.0962
BEHR Process Corporation,industrial,"Denton County, Texas",Gateway Parkway,32.99793225,-97.24219315,350671.69249902666,227936.6,21175.31014,6801510.0,6801.51,18634.3,517.1,1482,13203,1,4,0.0641
General Motors,warehouse,"Denton County, Texas",Freedom Drive,32.99886958406267,-97.24614984,402902.5615155079,261886.66,24329.270714,7814562.0,7814.56,21409.8,594.2,1288,13272,1,4,0.0675
Warehouse on Republic Drive,warehouse,"Denton County, Texas",Republic Drive,33.002322374825454,-97.24709878,323879.9264856465,210521.95,19557.489155,6281866.0,6281.87,17210.6,477.6,1201,12736,0,4,0.0567
American Tire Distributers,industrial,"Denton County, Texas",Freedom Drive,33.00252683233929,-97.24357212,764283.9308046934,496784.56,46151.285624,14823793.0,14823.79,40613.1,1127.1,1397,12569,1,4,0.1124
Grainger,warehouse,"Denton County, Texas",Henrietta Creek Road,32.995808474722544,-97.24724048,359159.9444567517,233453.96,21687.872883999997,6966145.0,6966.14,19085.3,529.7,1370,13844,0,4,0.0635
Albertsons,warehouse,"Denton County, Texas",Freedom Drive,32.99617355,-97.24265,197982.77608778016,128688.8,11955.18952,3840007.0,3840.01,10520.6,292.0,1478,13497,1,4,0.0458
Samsung HVAC,industrial,"Denton County, Texas",Henrietta Creek Road,32.99438987513677,-97.24291677,373463.68969176814,242751.4,22551.605059999998,7243576.0,7243.58,19845.4,550.8,1508,13790,1,4,0.0672
Ryder e-Channel Solutions,warehouse,"Denton County, Texas",Henrietta Creek Road,32.99436987479445,-97.23940933,387727.7308766899,252023.03,23412.939487,7520236.0,7520.24,20603.4,571.8,1611,13498,1,4,0.0705
Industrial on Henrietta Creek Road,industrial,"Denton County, Texas",Henrietta Creek Road,32.993607749999995,-97.2473801,280688.1175767065,182447.28,16949.352312,5444132.0,5444.13,14915.4,413.9,1447,14280,0,4,0.0552
General Mills,warehouse,"Denton County, Texas",Independence Parkway,32.99584464879545,-97.25255286,860649.4748160499,559422.16,51970.318664,16692866.0,16692.87,45733.9,1269.2,1311,14090,0,4,0.1227
Warehouse on Henrietta Creek Road,warehouse,"Denton County, Texas",Henrietta Creek Road,32.995200746501524,-97.25063555,299797.2745,194868.23,18103.258567,5814767.0,5814.77,15930.9,442.1,1346,14144,0,4,0.056
FedEx Ground,industrial,"Denton County, Texas",Texas Longhorn Way,32.997520286874874,-97.30622235,311425.36186750093,202426.49,18805.420920999997,6040301.0,6040.3,16548.8,459.3,807,10340,0,12,0.0494
RECARO Aircraft Seating RAU-CC2,industrial,"Denton County, Texas",Eagle Parkway,33.00933918450978,-97.30620054,134891.4116341508,87679.42,8145.418118,2616308.0,2616.31,7168.0,198.9,632,7483,0,11,0.0256
RECARO Aircraft Seating RAU-CC1,industrial,"Denton County, Texas",Eagle Parkway,33.00815602102877,-97.30699892,95596.38061246143,62137.65,5772.5876849999995,1854155.0,1854.16,5079.9,141.0,632,7609,0,11,0.0209
Commercial on West University Drive,commercial,"Denton County, Texas",West University Drive,33.23221942821144,-97.16188707,71859.99783823929,46709.0,4339.2661,1393772.0,1393.77,3818.6,106.0,2829,21860,4,7,0.0508
Warehouse on Marina Vista Drive,warehouse,"Denton County, Texas",Marina Vista Drive,33.06073070795404,-96.90436049,103295.68153334364,67142.19,6237.509451,2003488.0,2003.49,5489.0,152.3,3026,30757,17,30,0.0575
Warehouse on Leora Lane,warehouse,"Denton County, Texas",Leora Lane,33.06003725,-96.9082509,122677.83285217598,79740.59,7407.9008109999995,2379418.0,2379.42,6519.0,180.9,2956,28945,17,30,0.0588
Industrial on Marina Vista Drive,industrial,"Denton County, Texas",Marina Vista Drive,33.06085715,-96.90640225,67706.58651471336,44009.28,4088.4621119999997,1313214.0,1313.21,3597.8,99.8,2931,29666,17,30,0.0518
Commercial on Headquarters Drive,commercial,"Denton County, Texas",Headquarters Drive,33.08180261205887,-96.84218781,55368.12023615461,35989.28,3343.4041119999997,1073901.0,1073.9,2942.2,81.7,2975,41406,19,108,0.051
Commercial on Headquarters Drive,commercial,"Denton County, Texas",Headquarters Drive,33.08250659526523,-96.84218803,68382.75069452639,44448.79,4129.292591,1326329.0,1326.33,3633.8,100.8,3034,41379,19,108,0.0534
Toyota Quality Center,commercial,"Denton County, Texas",State Highway 121,33.08404756612263,-96.84144353,320551.6987205952,208358.6,19356.51394,6217312.0,6217.31,17033.7,472.7,3110,41586,21,108,0.0848
Commercial on Headquarters Drive,commercial,"Denton County, Texas",Headquarters Drive,33.08126537950276,-96.84108133,165355.74361658923,107481.23,9985.006266999999,3207184.0,3207.18,8786.8,243.9,2860,41840,22,108,0.0624
Retail on North Loop 288,retail,"Denton County, Texas",North Loop 288,33.21771686232041,-97.08988367,20440.829945666137,13286.54,1234.3195660000001,396463.0,396.46,1086.2,30.1,2714,24654,0,14,0.0429
Warehouse on North Interstate 35,warehouse,"Denton County, Texas",North Interstate 35,33.20625595755932,-97.16776986,397460.9588263111,258349.62,24000.679698,7709018.0,7709.02,21120.6,586.1,2643,19875,0,7,0.087
Ben E. Keith Beverages,warehouse,"Denton County, Texas",North Interstate 35,33.213583588758894,-97.16916677,109311.86209218444,71052.71,6600.796759000001,2120176.0,2120.18,5808.7,161.2,2629,19796,1,8,0.0523
Peterbilt Motors Co Manufacturing,industrial,"Denton County, Texas",Airport Road,33.20397456,-97.1761441,509871.37074173824,331416.39,30788.582631,9889293.0,9889.29,27094.0,751.9,1010,16813,0,7,0.0762
Tetra Pak Inc,industrial,"Denton County, Texas",Airport Road,33.20271104406958,-97.18103654,199277.1194292476,129530.13,12033.349077,3865112.0,3865.11,10589.3,293.9,797,14896,0,7,0.0358
Target Distribution Center,warehouse,"Denton County, Texas",Corbin Road,33.19935851730001,-97.18028715,349070.0388194373,226895.53,21078.594737,6770445.0,6770.44,18549.2,514.8,798,14888,0,6,0.0537
Fastenal Distribution Center,warehouse,"Denton County, Texas",Corbin Road,33.20013335232765,-97.18389668,169497.6296810551,110173.46,10235.114434000001,3287519.0,3287.52,9006.9,250.0,798,13355,0,3,0.0322
Industrial on Dakota Lane,industrial,"Denton County, Texas",Dakota Lane,33.191931700000005,-97.17838,49697.53399906257,32303.4,3000.9858600000002,963917.0,963.92,2640.9,73.3,784,14657,0,4,0.0176
Industrial on Dakota Lane,industrial,"Denton County, Texas",Dakota Lane,33.191882599999985,-97.17635365,79447.85584293873,51641.11,4797.459119,1540944.0,1540.94,4221.8,117.2,807,15477,0,7,0.0215
Industrial on Dakota Lane,industrial,"Denton County, Texas",Dakota Lane,33.191149651843496,-97.17833417,43893.392379827936,28530.71,2650.502959,851342.0,851.34,2332.4,64.7,778,14543,0,4,0.0169
Industrial on Dakota Lane,industrial,"Denton County, Texas",Dakota Lane,33.191160150000016,-97.1763468,78865.02609146602,51262.27,4762.264883,1529639.0,1529.64,4190.8,116.3,796,15364,0,5,0.0213
Industrial on Dakota Lane,industrial,"Denton County, Texas",Dakota Lane,33.1904966,-97.1783322,38502.56582922825,25026.67,2324.9776429999997,746783.0,746.78,2046.0,56.8,773,14427,0,4,0.0161
Industrial on Dakota Lane,industrial,"Denton County, Texas",Dakota Lane,33.19043719865031,-97.17636818,75185.04759192315,48870.28,4540.0490119999995,1458264.0,1458.26,3995.2,110.9,786,15234,0,5,0.0207
Industrial on Dakota Lane,industrial,"Denton County, Texas",Dakota Lane,33.19262665,-97.17867055,65952.22761700257,42868.95,3982.5254549999995,1279187.0,1279.19,3504.6,97.3,788,14649,0,4,0.0196
Industrial on Shelby Lane,industrial,"Denton County, Texas",Shelby Lane,33.19383438365679,-97.17823812,66236.06817603776,43053.44,3999.664576,1284692.0,1284.69,3519.7,97.7,796,15016,0,6,0.0198
Industrial on Corbin Road,industrial,"Denton County, Texas",Corbin Road,33.19224905396395,-97.17997143,51285.43613,33335.53,3096.8707369999997,994715.0,994.72,2725.2,75.6,780,14016,0,4,0.0178
Industrial on Shelby Lane,industrial,"Denton County, Texas",Shelby Lane,33.19408106704703,-97.17995528,27795.420569850383,18067.02,1678.426158,539110.0,539.11,1477.0,41.0,793,14323,0,4,0.0152
Industrial on Corbin Road,industrial,"Denton County, Texas",Corbin Road,33.1934388,-97.18094665,34386.23306121578,22351.05,2076.4125449999997,666944.0,666.94,1827.2,50.7,785,13773,0,4,0.0158
Industrial on Corbin Road,industrial,"Denton County, Texas",Corbin Road,33.19540172980363,-97.18128063,32786.92164965302,21311.5,1979.83835,635924.0,635.92,1742.3,48.4,797,13932,0,4,0.0158
Industrial on Shelby Lane,industrial,"Denton County, Texas",Shelby Lane,33.19538722,-97.17990057,34199.03836,22229.37,2065.108473,663313.0,663.31,1817.3,50.4,798,14539,0,4,0.016
Industrial on Shelby Lane,industrial,"Denton County, Texas",Shelby Lane,33.195187864762694,-97.17828944,61706.682303023714,40109.34,3726.1576859999996,1196842.0,1196.84,3279.0,91.0,801,15187,0,6,0.0193
Schulumberger,industrial,"Denton County, Texas",Interstate 35W,33.19294957956307,-97.17199268,159187.76217035882,103472.05,9612.553445,3087552.0,3087.55,8459.0,234.8,1009,17315,0,7,0.0341
Industrial on Airport Road,industrial,"Denton County, Texas",Airport Road,33.203193850419375,-97.1675628,407535.5524780773,264898.11,24609.034418999996,7904422.0,7904.42,21656.0,601.0,2236,19656,0,8,0.0822
Donovan Marine,industrial,"Denton County, Texas",Interstate 35W,33.201439452554474,-97.16682087,39941.83669262465,25962.19,2411.8874509999996,774698.0,774.7,2122.5,58.9,2045,19773,0,8,0.0353
WinCo Foods Distribution Center,warehouse,"Denton County, Texas",South Western Boulevard,33.21339623066536,-97.18758566,862912.4368108214,560893.08,52106.96713199999,16736758.0,16736.76,45854.1,1272.6,660,12918,0,4,0.1133
Mayday Manufacturing,industrial,"Denton County, Texas",Jim Christal Road,33.22024547304844,-97.17389573,125716.40943610737,81715.67,7591.385743,2438353.0,2438.35,6680.4,185.4,1887,18239,3,7,0.0432
Quality Industries Inc.,industrial,"Denton County, Texas",West University Drive,33.22843537586338,-97.18584818,164500.01800930095,106925.01,9933.333428999998,3190587.0,3190.59,8741.3,242.6,600,12810,1,4,0.0287
Warehouse on Masch Branch Road,warehouse,"Denton County, Texas",Masch Branch Road,33.22341285904605,-97.19667627,100840.5965510056,65546.39,6089.259631,1955870.0,1955.87,5358.5,148.7,462,9807,0,4,0.019
Warehouse on Masch Branch Road,warehouse,"Denton County, Texas",Masch Branch Road,33.22339426943047,-97.19473484,77695.28867,50501.94,4691.630226,1506952.0,1506.95,4128.6,114.6,460,10445,0,4,0.0162
Denton County Emergency Services/Planning and Zoning,commercial,"Denton County, Texas",Morse Street,33.20401677457857,-97.08724478,90331.70912064525,58715.61,5454.680169,1752043.0,1752.04,4800.1,133.2,2366,24790,3,19,0.0461
Commercial on East McKinney Street,commercial,"Denton County, Texas",East McKinney Street,33.21246375038887,-97.0928883,25859.60457044958,16808.74,1561.531946,501564.0,501.56,1374.1,38.1,2931,26873,3,13,0.0468
Industrial on Westcourt Road,industrial,"Denton County, Texas",Westcourt Road,33.19147222567954,-97.19283623,477127.9653091344,310133.18,28811.372421999997,9254213.0,9254.21,25354.0,703.6,668,8884,0,1,0.0671
Industrial on Londonderry Lane,industrial,"Denton County, Texas",Londonderry Lane,33.18665915292561,-97.13351962,258028.2215605265,167718.34,15581.033786,5004628.0,5004.63,13711.3,380.5,3287,28594,2,14,0.0799
Industrial on East Massey Street,industrial,"Denton County, Texas",East Massey Street,33.18812191185028,-97.13387568,87520.08525324709,56888.06,5284.900774,1697510.0,1697.51,4650.7,129.1,3411,28788,2,14,0.0613
Industrial on East State Highway 121,industrial,"Denton County, Texas",East State Highway 121,33.045252900996715,-96.98057638,22188.306607810053,14422.4,1339.84096,430357.0,430.36,1179.1,32.7,1458,29454,3,26,0.0244
Retail on Hebron Parkway,retail,"Denton County, Texas",Hebron Parkway,33.01184421555852,-96.97203904,49652.42541588222,32274.08,2998.262032,963042.0,963.04,2638.5,73.2,4617,37629,7,19,0.0748
Retail on Hebron Parkway,retail,"Denton County, Texas",Hebron Parkway,33.009878036658634,-96.97135061,36000.65289875084,23400.42,2173.8990179999996,698256.0,698.26,1913.0,53.1,4614,37756,6,19,0.0731
LA Fitness,retail,"Denton County, Texas",East Vista Ridge Mall Drive,33.00058809608592,-96.96510915,43213.16459944018,28088.56,2609.427224,838148.0,838.15,2296.3,63.7,3861,37608,5,17,0.0627
Commercial on Cross Timbers Road,commercial,"Denton County, Texas",Cross Timbers Road,33.03335482190388,-97.0641371,67203.52141534653,43682.29,4058.084741,1303457.0,1303.46,3571.1,99.1,4547,35916,0,4,0.0758
Retail on North Freeway,retail,"Denton County, Texas",North Freeway,33.02127270049355,-97.28055447,50464.29326,32801.79,3047.286291,978788.0,978.79,2681.6,74.4,757,7225,3,3,0.0173
Retail on Bucees Boulevard,retail,"Denton County, Texas",Bucees Boulevard,33.02207250668943,-97.28085275,32898.93570445736,21384.31,1986.602399,638097.0,638.1,1748.2,48.5,731,7112,3,3,0.0148
Retail on Outlet Boulevard,retail,"Denton County, Texas",Outlet Boulevard,33.021438867854215,-97.28224587,20938.65287904644,13610.12,1264.380148,406119.0,406.12,1112.7,30.9,725,7090,3,3,0.0133
Retail on Bucees Boulevard,retail,"Denton County, Texas",Bucees Boulevard,33.02242312587376,-97.28162674,23204.90840661205,15083.19,1401.228351,450075.0,450.08,1233.1,34.2,710,7018,3,3,0.0134
Retail on Bucees Boulevard,retail,"Denton County, Texas",Bucees Boulevard,33.02276024244104,-97.28233335,30678.12109614113,19940.78,1852.4984619999998,595023.0,595.02,1630.2,45.2,690,6933,3,3,0.014
Retail on Pilgrim Drive,retail,"Denton County, Texas",Pilgrim Drive,33.02182311678358,-97.28295882,27952.49705829645,18169.12,1687.911248,542157.0,542.16,1485.4,41.2,704,6999,3,3,0.0138
Retail on Bucees Boulevard,retail,"Denton County, Texas",Bucees Boulevard,33.02220321,-97.28249105,81122.29640042299,52729.49,4898.569621,1573421.0,1573.42,4310.7,119.6,702,6986,3,3,0.0202
Retail on Pilgrim Drive,retail,"Denton County, Texas",Pilgrim Drive,33.02267230525258,-97.28321958,43148.330163716906,28046.41,2605.511489,836890.0,836.89,2292.8,63.6,678,6887,3,3,0.0153
Industrial on Cleveland Gibbs Road,industrial,"Denton County, Texas",Cleveland Gibbs Road,33.028265994534515,-97.25611421,656372.1867991313,426641.92,39635.034368,12730773.0,12730.77,34878.8,968.0,948,8265,2,4,0.0928
Commercial on Unknown,commercial,"Denton County, Texas",Unknown,33.00040201175037,-96.99885412,879110.5302587306,571421.84,53085.08893599999,17050931.0,17050.93,46714.9,1296.5,8062,39028,1,18,0.2255
Industrial on West Swisher Road,industrial,"Denton County, Texas",West Swisher Road,33.12906253092721,-97.03271246,55140.81707,35841.53,3329.678137,1069493.0,1069.49,2930.1,81.3,1636,12608,1,2,0.031
Retail on South Interstate 35E,retail,"Denton County, Texas",South Interstate 35E,33.13296597608691,-97.04387687,26118.32010827501,16976.91,1577.154939,506582.0,506.58,1387.9,38.5,2538,14522,1,7,0.041
Commercial on Dallas Parkway,commercial,"Denton County, Texas",Dallas Parkway,33.15512713988538,-96.84126147,26648.64232527233,17321.62,1609.1784979999998,516868.0,516.87,1416.1,39.3,3466,34570,9,22,0.0549
Kroger,retail,"Denton County, Texas",McMakin Road,33.07477370951894,-97.13026615,122251.36074604873,79463.38,7382.148002,2371146.0,2371.15,6496.3,180.3,1401,11015,0,3,0.0355
North Texas Hospital Professional Building,commercial,"Denton County, Texas",Mayhill Road,33.17503181457498,-97.08659413,21652.157829074487,14073.9,1307.4653099999998,419958.0,419.96,1150.6,31.9,3263,25509,7,18,0.0512
Retail on Mayhill Road,retail,"Denton County, Texas",Mayhill Road,33.17363789564566,-97.08743541,20790.29027,13513.69,1255.421801,403241.0,403.24,1104.8,30.7,3445,25784,7,18,0.0538
Costco,retail,"Denton County, Texas",East State Highway 121,32.99839081864719,-96.96403728,155840.04878746477,101296.03,9410.401187,3022621.0,3022.62,8281.2,229.8,3693,37511,5,17,0.0737
Sam's Club,retail,"Denton County, Texas",West Main Street,33.048119869454645,-97.01251076,142407.44227576783,92564.84,8599.273636,2762087.0,2762.09,7567.4,210.0,5483,38733,8,21,0.0988
Walmart Supercenter,retail,"Denton County, Texas",West Main Street,33.04719476,-97.01402052,211864.03332348407,137711.62,12793.409497999999,4109243.0,4109.24,11258.2,312.4,5820,39625,6,21,0.1121
Hobby Lobby,retail,"Denton County, Texas",East Round Grove Road,33.00704251673753,-96.97914949,118358.4837260327,76933.01,7147.076628999999,2295641.0,2295.64,6289.4,174.5,7845,38285,5,18,0.1311
Retail on East Round Grove Road,retail,"Denton County, Texas",East Round Grove Road,33.00577732782447,-96.9754704,26315.992029686,17105.39,1589.0907309999998,510416.0,510.42,1398.4,38.8,6488,38114,6,16,0.0999
Retail on Busher Drive,retail,"Denton County, Texas",Busher Drive,33.00258278717177,-96.97952305,56192.288352689546,36524.99,3393.171571,1089887.0,1089.89,2986.0,82.9,7731,38172,3,15,0.122
Retail on South Stemmons Freeway,retail,"Denton County, Texas",South Stemmons Freeway,33.00387190494978,-96.96240195,132664.7700247917,86232.1,8010.96209,2573121.0,2573.12,7049.6,195.6,3654,37418,5,18,0.0704
Retail on South Stemmons Freeway,retail,"Denton County, Texas",South Stemmons Freeway,33.00464798666835,-96.9640177,46856.07161,30456.45,2829.404205,908805.0,908.8,2489.9,69.1,3664,37502,5,18,0.0602
Ollie's Bargain Outlet,retail,"Denton County, Texas",South Stemmons Freeway,33.00727070974234,-96.96900882,45156.1314023032,29351.49,2726.753421,875833.0,875.83,2399.5,66.6,4193,37735,6,16,0.0679
Retail on South Stemmons Freeway,retail,"Denton County, Texas",South Stemmons Freeway,33.023180915555166,-96.98354622,40859.86289921517,26558.91,2467.3227389999997,792504.0,792.5,2171.2,60.3,5626,38103,5,25,0.0888
